ALGORITHM, GESTURE, # OF SELECTED FEATURES, PARTICIPANT_NO, ACCURACY, AUC, #ofPositiveInstance, #ofNegativeInstance, TN, FP, FN, TP, FAR, FRR, EER
RF-501, Triangle, 9, 12, 1.00, 1.00, 10, 217, 217, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Triangle, 9, 13, 0.99, 0.95, 21, 206, 206, 0, 2, 19, 0.00, 0.10, 0.09
RF-501, Triangle, 9, 14, 0.98, 0.88, 9, 218, 216, 2, 2, 7, 0.01, 0.22, 0.18
RF-501, Triangle, 9, 15, 0.99, 0.89, 14, 213, 213, 0, 3, 11, 0.00, 0.21, 0.18
RF-501, Turn, 9, 1, 0.99, 0.97, 35, 168, 167, 1, 2, 33, 0.01, 0.06, 0.05
RF-501, Turn, 9, 2, 0.98, 0.91, 12, 191, 189, 2, 2, 10, 0.01, 0.17, 0.14
RF-501, Turn, 9, 3, 0.99, 0.94, 19, 184, 183, 1, 2, 17, 0.01, 0.11, 0.10
RF-501, Turn, 9, 4, 1.00, 1.00, 15, 188, 188, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Turn, 9, 5, 1.00, 1.00, 12, 191, 191, 0, 0, 12, 0.00, 0.00, 0.00
RF-501, Turn, 9, 6, 0.98, 0.93, 16, 187, 185, 2, 2, 14, 0.01, 0.12, 0.11
RF-501, Turn, 9, 7, 0.99, 0.89, 9, 194, 194, 0, 2, 7, 0.00, 0.22, 0.18
RF-501, Turn, 9, 8, 1.00, 1.00, 10, 193, 193, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Turn, 9, 9, 0.99, 0.93, 8, 195, 194, 1, 1, 7, 0.01, 0.12, 0.11
RF-501, Turn, 9, 10, 0.99, 0.99, 7, 196, 194, 2, 0, 7, 0.01, 0.00, 0.01
RF-501, Turn, 9, 11, 1.00, 1.00, 8, 195, 195, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, 9, 12, 1.00, 1.00, 14, 189, 189, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Turn, 9, 13, 1.00, 1.00, 5, 198, 198, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Turn, 9, 14, 0.98, 0.97, 19, 184, 181, 3, 1, 18, 0.02, 0.05, 0.05
RF-501, Turn, 9, 15, 0.99, 0.93, 14, 189, 188, 1, 2, 12, 0.01, 0.14, 0.13
RF-501, Square, 9, 1, 0.97, 0.92, 16, 229, 223, 6, 2, 14, 0.03, 0.12, 0.11
RF-501, Square, 9, 2, 1.00, 1.00, 24, 221, 221, 0, 0, 24, 0.00, 0.00, 0.00
RF-501, Square, 9, 3, 1.00, 0.97, 16, 229, 229, 0, 1, 15, 0.00, 0.06, 0.06
RF-501, Square, 9, 4, 0.98, 0.87, 15, 230, 230, 0, 4, 11, 0.00, 0.27, 0.21
RF-501, Square, 9, 5, 0.98, 0.99, 13, 232, 228, 4, 0, 13, 0.02, 0.00, 0.02
RF-501, Square, 9, 6, 1.00, 0.97, 15, 230, 230, 0, 1, 14, 0.00, 0.07, 0.06
RF-501, Square, 9, 7, 0.96, 0.84, 17, 228, 223, 5, 5, 12, 0.02, 0.29, 0.23
RF-501, Square, 9, 8, 0.99, 0.97, 20, 225, 223, 2, 1, 19, 0.01, 0.05, 0.05
RF-501, Square, 9, 9, 0.98, 0.95, 12, 233, 230, 3, 1, 11, 0.01, 0.08, 0.08
RF-501, Square, 9, 10, 1.00, 1.00, 11, 234, 234, 0, 0, 11, 0.00, 0.00, 0.00
RF-501, Square, 9, 11, 1.00, 1.00, 15, 230, 230, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Square, 9, 12, 1.00, 1.00, 17, 228, 228, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Square, 9, 13, 1.00, 1.00, 20, 225, 225, 0, 0, 20, 0.00, 0.00, 0.00
RF-501, Square, 9, 14, 1.00, 0.96, 13, 232, 232, 0, 1, 12, 0.00, 0.08, 0.07
RF-501, Square, 9, 15, 0.98, 0.95, 21, 224, 222, 2, 2, 19, 0.01, 0.10, 0.09
RF-501, Circle, 10, 1, 0.98, 0.90, 15, 169, 168, 1, 3, 12, 0.01, 0.20, 0.17
RF-501, Circle, 10, 2, 0.99, 0.95, 19, 165, 165, 0, 2, 17, 0.00, 0.11, 0.10
RF-501, Circle, 10, 3, 0.96, 0.93, 17, 167, 162, 5, 2, 15, 0.03, 0.12, 0.11
RF-501, Circle, 10, 4, 0.99, 0.95, 11, 173, 172, 1, 1, 10, 0.01, 0.09, 0.08
RF-501, Circle, 10, 5, 0.99, 0.96, 12, 172, 171, 1, 1, 11, 0.01, 0.08, 0.08
RF-501, Circle, 10, 6, 1.00, 1.00, 16, 168, 168, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Circle, 10, 7, 0.97, 0.89, 14, 170, 168, 2, 3, 11, 0.01, 0.21, 0.18
RF-501, Circle, 10, 8, 0.98, 0.94, 9, 175, 172, 3, 1, 8, 0.02, 0.11, 0.10
RF-501, Circle, 10, 9, 0.97, 0.85, 17, 167, 166, 1, 5, 12, 0.01, 0.29, 0.23
RF-501, Circle, 10, 10, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 10, 11, 1.00, 1.00, 3, 181, 181, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Circle, 10, 12, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 10, 13, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 10, 14, 0.99, 0.97, 16, 168, 168, 0, 1, 15, 0.00, 0.06, 0.06
RF-501, Circle, 10, 15, 0.99, 0.99, 11, 173, 171, 2, 0, 11, 0.01, 0.00, 0.01
RF-501, Updown, 10, 1, 0.99, 1.00, 14, 152, 151, 1, 0, 14, 0.01, 0.00, 0.01
RF-501, Updown, 10, 2, 0.99, 0.97, 15, 151, 151, 0, 1, 14, 0.00, 0.07, 0.06
RF-501, Updown, 10, 3, 0.98, 0.90, 15, 151, 150, 1, 3, 12, 0.01, 0.20, 0.17
RF-501, Updown, 10, 4, 1.00, 1.00, 8, 158, 158, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Updown, 10, 5, 1.00, 1.00, 10, 156, 156, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Updown, 10, 6, 0.99, 0.96, 13, 153, 153, 0, 1, 12, 0.00, 0.08, 0.07
RF-501, Updown, 10, 7, 0.99, 0.92, 6, 160, 160, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Updown, 10, 8, 1.00, 1.00, 7, 159, 159, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Updown, 10, 9, 1.00, 1.00, 14, 152, 152, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Updown, 10, 10, 1.00, 1.00, 10, 156, 156, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Updown, 10, 11, 1.00, 1.00, 13, 153, 153, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Updown, 10, 12, 1.00, 1.00, 5, 161, 161, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Updown, 10, 13, 1.00, 1.00, 2, 164, 164, 0, 0, 2, 0.00, 0.00, 0.00
RF-501, Updown, 10, 14, 1.00, 1.00, 15, 151, 151, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Updown, 10, 15, 0.98, 0.92, 19, 147, 147, 0, 3, 16, 0.00, 0.16, 0.14
RF-501, Tilt, 10, 1, 1.00, 1.00, 16, 185, 185, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Tilt, 10, 2, 1.00, 1.00, 25, 176, 176, 0, 0, 25, 0.00, 0.00, 0.00
RF-501, Tilt, 10, 3, 1.00, 1.00, 16, 185, 185, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Tilt, 10, 4, 1.00, 1.00, 18, 183, 183, 0, 0, 18, 0.00, 0.00, 0.00
RF-501, Tilt, 10, 5, 1.00, 1.00, 7, 194, 193, 1, 0, 7, 0.01, 0.00, 0.01
RF-501, Tilt, 10, 6, 1.00, 0.95, 10, 191, 191, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Tilt, 10, 7, 1.00, 1.00, 12, 189, 189, 0, 0, 12, 0.00, 0.00, 0.00
RF-501, Tilt, 10, 8, 0.97, 0.92, 16, 185, 180, 5, 2, 14, 0.03, 0.12, 0.11
RF-501, Tilt, 10, 9, 0.98, 0.94, 9, 192, 189, 3, 1, 8, 0.02, 0.11, 0.10
RF-501, Tilt, 10, 10, 1.00, 1.00, 8, 193, 193, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Tilt, 10, 11, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 10, 12, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 10, 13, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 10, 14, 0.99, 0.97, 17, 184, 183, 1, 1, 16, 0.01, 0.06, 0.06
RF-501, Tilt, 10, 15, 1.00, 1.00, 17, 184, 184, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Triangle, 10, 1, 1.00, 1.00, 15, 212, 211, 1, 0, 15, 0.00, 0.00, 0.00
RF-501, Triangle, 10, 2, 1.00, 1.00, 26, 201, 201, 0, 0, 26, 0.00, 0.00, 0.00
RF-501, Triangle, 10, 3, 1.00, 1.00, 16, 211, 211, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Triangle, 10, 4, 0.99, 0.99, 18, 209, 206, 3, 0, 18, 0.01, 0.00, 0.01
RF-501, Triangle, 10, 5, 0.99, 0.92, 13, 214, 213, 1, 2, 11, 0.00, 0.15, 0.13
RF-501, Triangle, 10, 6, 1.00, 1.00, 13, 214, 214, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Triangle, 10, 7, 1.00, 1.00, 18, 209, 209, 0, 0, 18, 0.00, 0.00, 0.00
RF-501, Triangle, 10, 8, 0.99, 0.93, 14, 213, 213, 0, 2, 12, 0.00, 0.14, 0.13
RF-501, Triangle, 10, 9, 0.99, 0.94, 17, 210, 209, 1, 2, 15, 0.00, 0.12, 0.11
RF-501, Triangle, 10, 10, 0.99, 0.94, 16, 211, 211, 0, 2, 14, 0.00, 0.12, 0.11
RF-501, Triangle, 10, 11, 1.00, 1.00, 7, 220, 220, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Triangle, 10, 12, 1.00, 1.00, 10, 217, 217, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Triangle, 10, 13, 0.99, 0.95, 21, 206, 206, 0, 2, 19, 0.00, 0.10, 0.09
RF-501, Triangle, 10, 14, 0.99, 1.00, 9, 218, 216, 2, 0, 9, 0.01, 0.00, 0.01
RF-501, Triangle, 10, 15, 0.99, 0.89, 14, 213, 213, 0, 3, 11, 0.00, 0.21, 0.18
RF-501, Turn, 10, 1, 0.99, 0.97, 35, 168, 167, 1, 2, 33, 0.01, 0.06, 0.05
RF-501, Turn, 10, 2, 0.98, 0.91, 12, 191, 189, 2, 2, 10, 0.01, 0.17, 0.14
RF-501, Turn, 10, 3, 0.99, 0.94, 19, 184, 183, 1, 2, 17, 0.01, 0.11, 0.10
RF-501, Turn, 10, 4, 1.00, 1.00, 15, 188, 188, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Turn, 10, 5, 1.00, 1.00, 12, 191, 191, 0, 0, 12, 0.00, 0.00, 0.00
RF-501, Turn, 10, 6, 0.98, 0.93, 16, 187, 185, 2, 2, 14, 0.01, 0.12, 0.11
RF-501, Turn, 10, 7, 0.99, 0.89, 9, 194, 194, 0, 2, 7, 0.00, 0.22, 0.18
RF-501, Turn, 10, 8, 1.00, 1.00, 10, 193, 193, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Turn, 10, 9, 0.99, 0.93, 8, 195, 194, 1, 1, 7, 0.01, 0.12, 0.11
RF-501, Turn, 10, 10, 0.99, 0.99, 7, 196, 194, 2, 0, 7, 0.01, 0.00, 0.01
RF-501, Turn, 10, 11, 1.00, 1.00, 8, 195, 195, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, 10, 12, 1.00, 1.00, 14, 189, 189, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Turn, 10, 13, 1.00, 1.00, 5, 198, 198, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Turn, 10, 14, 0.99, 0.97, 19, 184, 183, 1, 1, 18, 0.01, 0.05, 0.05
RF-501, Turn, 10, 15, 0.99, 0.93, 14, 189, 189, 0, 2, 12, 0.00, 0.14, 0.13
RF-501, Square, 10, 1, 0.97, 0.93, 16, 229, 224, 5, 2, 14, 0.02, 0.12, 0.11
RF-501, Square, 10, 2, 1.00, 1.00, 24, 221, 221, 0, 0, 24, 0.00, 0.00, 0.00
RF-501, Square, 10, 3, 1.00, 0.97, 16, 229, 229, 0, 1, 15, 0.00, 0.06, 0.06
RF-501, Square, 10, 4, 0.98, 0.87, 15, 230, 230, 0, 4, 11, 0.00, 0.27, 0.21
RF-501, Square, 10, 5, 0.98, 0.99, 13, 232, 228, 4, 0, 13, 0.02, 0.00, 0.02
RF-501, Square, 10, 6, 1.00, 0.97, 15, 230, 230, 0, 1, 14, 0.00, 0.07, 0.06
RF-501, Square, 10, 7, 0.96, 0.84, 17, 228, 224, 4, 5, 12, 0.02, 0.29, 0.23
RF-501, Square, 10, 8, 0.98, 0.97, 20, 225, 222, 3, 1, 19, 0.01, 0.05, 0.05
RF-501, Square, 10, 9, 0.99, 0.95, 12, 233, 231, 2, 1, 11, 0.01, 0.08, 0.08
RF-501, Square, 10, 10, 1.00, 1.00, 11, 234, 234, 0, 0, 11, 0.00, 0.00, 0.00
RF-501, Square, 10, 11, 1.00, 1.00, 15, 230, 230, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Square, 10, 12, 1.00, 1.00, 17, 228, 228, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Square, 10, 13, 1.00, 1.00, 20, 225, 225, 0, 0, 20, 0.00, 0.00, 0.00
RF-501, Square, 10, 14, 1.00, 0.96, 13, 232, 232, 0, 1, 12, 0.00, 0.08, 0.07
RF-501, Square, 10, 15, 0.98, 0.95, 21, 224, 221, 3, 2, 19, 0.01, 0.10, 0.09
RF-501, Circle, 11, 1, 0.98, 0.93, 15, 169, 168, 1, 2, 13, 0.01, 0.13, 0.12
RF-501, Circle, 11, 2, 0.99, 0.95, 19, 165, 165, 0, 2, 17, 0.00, 0.11, 0.10
RF-501, Circle, 11, 3, 0.96, 0.93, 17, 167, 162, 5, 2, 15, 0.03, 0.12, 0.11
RF-501, Circle, 11, 4, 0.99, 0.95, 11, 173, 173, 0, 1, 10, 0.00, 0.09, 0.08
RF-501, Circle, 11, 5, 0.99, 0.96, 12, 172, 171, 1, 1, 11, 0.01, 0.08, 0.08
RF-501, Circle, 11, 6, 0.99, 0.97, 16, 168, 168, 0, 1, 15, 0.00, 0.06, 0.06
RF-501, Circle, 11, 7, 0.98, 0.96, 14, 170, 168, 2, 1, 13, 0.01, 0.07, 0.07
RF-501, Circle, 11, 8, 0.98, 0.99, 9, 175, 171, 4, 0, 9, 0.02, 0.00, 0.02
RF-501, Circle, 11, 9, 0.96, 0.82, 17, 167, 166, 1, 6, 11, 0.01, 0.35, 0.26
RF-501, Circle, 11, 10, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 11, 11, 1.00, 1.00, 3, 181, 181, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Circle, 11, 12, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 11, 13, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 11, 14, 0.99, 0.97, 16, 168, 168, 0, 1, 15, 0.00, 0.06, 0.06
RF-501, Circle, 11, 15, 1.00, 1.00, 11, 173, 173, 0, 0, 11, 0.00, 0.00, 0.00
RF-501, Updown, 11, 1, 0.99, 1.00, 14, 152, 151, 1, 0, 14, 0.01, 0.00, 0.01
RF-501, Updown, 11, 2, 1.00, 1.00, 15, 151, 151, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Updown, 11, 3, 0.98, 0.90, 15, 151, 150, 1, 3, 12, 0.01, 0.20, 0.17
RF-501, Updown, 11, 4, 1.00, 1.00, 8, 158, 158, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Updown, 11, 5, 1.00, 1.00, 10, 156, 156, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Updown, 11, 6, 0.99, 0.96, 13, 153, 153, 0, 1, 12, 0.00, 0.08, 0.07
RF-501, Updown, 11, 7, 0.99, 0.92, 6, 160, 160, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Updown, 11, 8, 1.00, 1.00, 7, 159, 159, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Updown, 11, 9, 1.00, 1.00, 14, 152, 152, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Updown, 11, 10, 1.00, 1.00, 10, 156, 156, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Updown, 11, 11, 1.00, 1.00, 13, 153, 153, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Updown, 11, 12, 1.00, 1.00, 5, 161, 161, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Updown, 11, 13, 1.00, 1.00, 2, 164, 164, 0, 0, 2, 0.00, 0.00, 0.00
RF-501, Updown, 11, 14, 1.00, 1.00, 15, 151, 151, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Updown, 11, 15, 0.99, 0.95, 19, 147, 147, 0, 2, 17, 0.00, 0.11, 0.10
RF-501, Tilt, 11, 1, 1.00, 1.00, 16, 185, 184, 1, 0, 16, 0.01, 0.00, 0.01
RF-501, Tilt, 11, 2, 1.00, 1.00, 25, 176, 176, 0, 0, 25, 0.00, 0.00, 0.00
RF-501, Tilt, 11, 3, 1.00, 1.00, 16, 185, 185, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Tilt, 11, 4, 1.00, 1.00, 18, 183, 183, 0, 0, 18, 0.00, 0.00, 0.00
RF-501, Tilt, 11, 5, 1.00, 1.00, 7, 194, 193, 1, 0, 7, 0.01, 0.00, 0.01
RF-501, Tilt, 11, 6, 1.00, 0.95, 10, 191, 191, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Tilt, 11, 7, 1.00, 1.00, 12, 189, 189, 0, 0, 12, 0.00, 0.00, 0.00
RF-501, Tilt, 11, 8, 0.97, 0.93, 16, 185, 181, 4, 2, 14, 0.02, 0.12, 0.11
RF-501, Tilt, 11, 9, 0.98, 0.94, 9, 192, 189, 3, 1, 8, 0.02, 0.11, 0.10
RF-501, Tilt, 11, 10, 1.00, 0.94, 8, 193, 193, 0, 1, 7, 0.00, 0.12, 0.11
RF-501, Tilt, 11, 11, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 11, 12, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 11, 13, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 11, 14, 0.99, 0.97, 17, 184, 183, 1, 1, 16, 0.01, 0.06, 0.06
RF-501, Tilt, 11, 15, 1.00, 1.00, 17, 184, 184, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Triangle, 11, 1, 1.00, 1.00, 15, 212, 211, 1, 0, 15, 0.00, 0.00, 0.00
RF-501, Triangle, 11, 2, 1.00, 1.00, 26, 201, 201, 0, 0, 26, 0.00, 0.00, 0.00
RF-501, Triangle, 11, 3, 1.00, 1.00, 16, 211, 211, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Triangle, 11, 4, 0.98, 0.99, 18, 209, 205, 4, 0, 18, 0.02, 0.00, 0.02
RF-501, Triangle, 11, 5, 0.99, 0.92, 13, 214, 213, 1, 2, 11, 0.00, 0.15, 0.13
RF-501, Triangle, 11, 6, 1.00, 1.00, 13, 214, 214, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Triangle, 11, 7, 1.00, 1.00, 18, 209, 209, 0, 0, 18, 0.00, 0.00, 0.00
RF-501, Triangle, 11, 8, 0.99, 0.93, 14, 213, 213, 0, 2, 12, 0.00, 0.14, 0.13
RF-501, Triangle, 11, 9, 0.99, 0.94, 17, 210, 210, 0, 2, 15, 0.00, 0.12, 0.11
RF-501, Triangle, 11, 10, 1.00, 0.97, 16, 211, 211, 0, 1, 15, 0.00, 0.06, 0.06
RF-501, Triangle, 11, 11, 1.00, 1.00, 7, 220, 220, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Triangle, 11, 12, 1.00, 1.00, 10, 217, 217, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Triangle, 11, 13, 0.99, 0.95, 21, 206, 206, 0, 2, 19, 0.00, 0.10, 0.09
RF-501, Triangle, 11, 14, 0.98, 0.88, 9, 218, 216, 2, 2, 7, 0.01, 0.22, 0.18
RF-501, Triangle, 11, 15, 0.99, 0.89, 14, 213, 213, 0, 3, 11, 0.00, 0.21, 0.18
RF-501, Turn, 11, 1, 0.99, 0.97, 35, 168, 167, 1, 2, 33, 0.01, 0.06, 0.05
RF-501, Turn, 11, 2, 0.98, 0.91, 12, 191, 189, 2, 2, 10, 0.01, 0.17, 0.14
RF-501, Turn, 11, 3, 0.99, 0.97, 19, 184, 183, 1, 1, 18, 0.01, 0.05, 0.05
RF-501, Turn, 11, 4, 1.00, 1.00, 15, 188, 188, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Turn, 11, 5, 1.00, 1.00, 12, 191, 191, 0, 0, 12, 0.00, 0.00, 0.00
RF-501, Turn, 11, 6, 0.98, 0.93, 16, 187, 185, 2, 2, 14, 0.01, 0.12, 0.11
RF-501, Turn, 11, 7, 0.99, 0.89, 9, 194, 194, 0, 2, 7, 0.00, 0.22, 0.18
RF-501, Turn, 11, 8, 1.00, 1.00, 10, 193, 193, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Turn, 11, 9, 0.99, 0.93, 8, 195, 194, 1, 1, 7, 0.01, 0.12, 0.11
RF-501, Turn, 11, 10, 0.99, 0.99, 7, 196, 194, 2, 0, 7, 0.01, 0.00, 0.01
RF-501, Turn, 11, 11, 1.00, 1.00, 8, 195, 195, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, 11, 12, 1.00, 1.00, 14, 189, 189, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Turn, 11, 13, 1.00, 1.00, 5, 198, 198, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Turn, 11, 14, 0.99, 0.97, 19, 184, 183, 1, 1, 18, 0.01, 0.05, 0.05
RF-501, Turn, 11, 15, 0.99, 0.93, 14, 189, 189, 0, 2, 12, 0.00, 0.14, 0.13
RF-501, Square, 11, 1, 0.97, 0.87, 16, 229, 225, 4, 4, 12, 0.02, 0.25, 0.20
RF-501, Square, 11, 2, 1.00, 1.00, 24, 221, 221, 0, 0, 24, 0.00, 0.00, 0.00
RF-501, Square, 11, 3, 1.00, 0.97, 16, 229, 229, 0, 1, 15, 0.00, 0.06, 0.06
RF-501, Square, 11, 4, 0.98, 0.83, 15, 230, 230, 0, 5, 10, 0.00, 0.33, 0.25
RF-501, Square, 11, 5, 0.98, 0.99, 13, 232, 228, 4, 0, 13, 0.02, 0.00, 0.02
RF-501, Square, 11, 6, 1.00, 0.97, 15, 230, 230, 0, 1, 14, 0.00, 0.07, 0.06
RF-501, Square, 11, 7, 0.96, 0.84, 17, 228, 223, 5, 5, 12, 0.02, 0.29, 0.23
RF-501, Square, 11, 8, 1.00, 1.00, 20, 225, 224, 1, 0, 20, 0.00, 0.00, 0.00
RF-501, Square, 11, 9, 0.99, 0.95, 12, 233, 231, 2, 1, 11, 0.01, 0.08, 0.08
RF-501, Square, 11, 10, 1.00, 1.00, 11, 234, 234, 0, 0, 11, 0.00, 0.00, 0.00
RF-501, Square, 11, 11, 1.00, 1.00, 15, 230, 230, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Square, 11, 12, 1.00, 1.00, 17, 228, 228, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Square, 11, 13, 1.00, 1.00, 20, 225, 225, 0, 0, 20, 0.00, 0.00, 0.00
RF-501, Square, 11, 14, 1.00, 0.96, 13, 232, 232, 0, 1, 12, 0.00, 0.08, 0.07
RF-501, Square, 11, 15, 0.98, 0.92, 21, 224, 221, 3, 3, 18, 0.01, 0.14, 0.13
RF-501, Circle, 12, 1, 0.98, 0.93, 15, 169, 168, 1, 2, 13, 0.01, 0.13, 0.12
RF-501, Circle, 12, 2, 0.99, 0.95, 19, 165, 165, 0, 2, 17, 0.00, 0.11, 0.10
RF-501, Circle, 12, 3, 0.96, 0.93, 17, 167, 162, 5, 2, 15, 0.03, 0.12, 0.11
RF-501, Circle, 12, 4, 0.99, 0.95, 11, 173, 173, 0, 1, 10, 0.00, 0.09, 0.08
RF-501, Circle, 12, 5, 1.00, 1.00, 12, 172, 172, 0, 0, 12, 0.00, 0.00, 0.00
RF-501, Circle, 12, 6, 0.99, 0.94, 16, 168, 168, 0, 2, 14, 0.00, 0.12, 0.11
RF-501, Circle, 12, 7, 0.99, 1.00, 14, 170, 169, 1, 0, 14, 0.01, 0.00, 0.01
RF-501, Circle, 12, 8, 0.98, 0.99, 9, 175, 171, 4, 0, 9, 0.02, 0.00, 0.02
RF-501, Circle, 12, 9, 0.97, 0.85, 17, 167, 166, 1, 5, 12, 0.01, 0.29, 0.23
RF-501, Circle, 12, 10, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 12, 11, 1.00, 1.00, 3, 181, 181, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Circle, 12, 12, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 12, 13, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 12, 14, 0.99, 0.97, 16, 168, 168, 0, 1, 15, 0.00, 0.06, 0.06
RF-501, Circle, 12, 15, 1.00, 1.00, 11, 173, 173, 0, 0, 11, 0.00, 0.00, 0.00
RF-501, Updown, 12, 1, 1.00, 1.00, 14, 152, 152, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Updown, 12, 2, 1.00, 1.00, 15, 151, 151, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Updown, 12, 3, 0.98, 0.90, 15, 151, 150, 1, 3, 12, 0.01, 0.20, 0.17
RF-501, Updown, 12, 4, 1.00, 1.00, 8, 158, 158, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Updown, 12, 5, 1.00, 1.00, 10, 156, 156, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Updown, 12, 6, 0.99, 0.96, 13, 153, 153, 0, 1, 12, 0.00, 0.08, 0.07
RF-501, Updown, 12, 7, 0.99, 0.92, 6, 160, 160, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Updown, 12, 8, 1.00, 1.00, 7, 159, 159, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Updown, 12, 9, 1.00, 1.00, 14, 152, 152, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Updown, 12, 10, 0.98, 0.85, 10, 156, 156, 0, 3, 7, 0.00, 0.30, 0.23
